trida,cesta,soubor,format,casove_razitko,verze_aplikace,kod_pohlavi,pohlavi,kod_veku,vekova_kategorie,kod_tridy,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,delka_signalu_s,vzorkovaci_frekvence_hz,trida_cz
belly_pain,..\dataset\belly_pain\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533857965-1.7-m-26-bp.wav,.wav,1431533857965,1.7,m,chlapec,26,2–6 měsíců,bp,-303.2865295410156,130.689208984375,57.47052764892578,41.90065383911133,-3.897273302078247,37.97478103637695,-3.6200900077819824,24.020788192749023,-22.772476196289062,26.066072463989258,2.993504524230957,15.19350814819336,-11.351922035217285,14.173357963562012,-14.61264705657959,12.947628021240234,-28.03319549560547,10.875906944274902,-2.3755764961242676,12.249070167541504,-10.980384826660156,13.61994457244873,5.603648662567139,16.790210723876953,1.424868106842041,16.85732078552246,6.96,8000,bolest břicha
belly_pain,..\dataset\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,.wav,1430548333,1.0,f,dívka,26,2–6 měsíců,bp,-239.97352600097656,92.02811431884766,19.460599899291992,44.30158996582031,-25.533910751342773,19.064044952392578,-16.448623657226562,18.418556213378906,-19.37860679626465,14.756858825683594,-11.19351577758789,14.248862266540527,-21.968482971191406,16.428503036499023,-10.154884338378906,10.301894187927246,-16.29387664794922,13.017061233520508,-4.471653938293457,9.790369033813477,-2.4285237789154053,14.610180854797363,6.2981977462768555,18.212997436523438,-7.384390354156494,12.988730430603027,7.0,8000,bolest břicha
belly_pain,..\dataset\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,d6cda191-4962-4308-9a36-46d5648a95ed-1431159262344-1.7-m-04-bp.wav,.wav,1431159262344,1.7,m,chlapec,04,0–4 týdny,bp,-251.53402709960938,119.29532623291016,-11.82138729095459,21.756269454956055,-54.3231086730957,20.63253402709961,-6.636455059051514,15.819662094116211,-14.840373039245605,13.156103134155273,9.444463729858398,8.951935768127441,-25.30353355407715,13.107154846191406,3.6042189598083496,11.58548355102539,-15.694830894470215,9.243903160095215,-6.615175247192383,10.556583404541016,-3.269646406173706,13.894722938537598,7.347609996795654,15.9363431930542,4.958764553070068,16.992095947265625,6.82,8000,bolest břicha
belly_pain,..\dataset\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,d6cda191-4962-4308-9a36-46d5648a95ed-1431159272600-1.7-m-04-bp.wav,.wav,1431159272600,1.7,m,chlapec,04,0–4 týdny,bp,-197.4916229248047,82.78899383544922,-28.51447105407715,28.583166122436523,-62.22749328613281,24.70986557006836,-15.014230728149414,16.9974422454834,-14.980996131896973,14.88539981842041,16.254419326782227,15.067095756530762,-28.146575927734375,11.422332763671875,4.547148704528809,11.668828964233398,-16.773090362548828,12.64984130859375,-11.457951545715332,10.329776763916016,1.6232515573501587,11.179130554199219,11.589241027832031,15.373236656188965,4.917679309844971,17.019794464111328,6.84,8000,bolest břicha
belly_pain,..\dataset\belly_pain\d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,d6cda191-4962-4308-9a36-46d5648a95ed-1431700390946-1.7-m-04-bp.wav,.wav,1431700390946,1.7,m,chlapec,04,0–4 týdny,bp,-48.0241813659668,84.28401947021484,-67.31608581542969,25.687475204467773,-35.05551528930664,15.857144355773926,1.9062963724136353,21.610471725463867,-26.18219566345215,18.160409927368164,15.687546730041504,8.375046730041504,-39.6634521484375,11.51168155670166,10.161190032958984,11.80272102355957,-8.019354820251465,11.611167907714844,-13.51321029663086,11.716547012329102,-5.074636936187744,8.481943130493164,3.2686851024627686,9.639365196228027,-3.407992124557495,10.493000030517578,6.84,8000,bolest břicha
burping,..\dataset\burping\5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,5afc6a14-a9d8-45f8-b31d-c79dd87cc8c6-1430757039803-1.7-m-48-bu.wav,.wav,1430757039803,1.7,m,chlapec,48,4–8 týdnů,bu,-78.3475341796875,131.51939392089844,-62.096065521240234,37.385520935058594,-29.125001907348633,15.616233825683594,-16.69986343383789,13.009092330932617,-8.410231590270996,15.428096771240234,11.04984188079834,11.882730484008789,-29.987730026245117,12.5491943359375,4.127788066864014,12.84362506866455,-5.343027114868164,7.878215789794922,-3.182529926300049,10.506420135498047,-6.297068119049072,12.400981903076172,-0.08937744796276093,9.239602088928223,-5.571544647216797,10.08984375,6.66,8000,říhání
burping,..\dataset\burping\79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,79FF400A-97E2-4701-987D-C7C850D5523C-1430089648-1.0-f-48-bu.wav,.wav,1430089648,1.0,f,dívka,48,4–8 týdnů,bu,-244.29286193847656,125.11441040039062,6.132692813873291,46.29913330078125,-17.209028244018555,17.77207374572754,12.804328918457031,12.272575378417969,-22.700593948364258,11.36001205444336,-5.888942718505859,18.978050231933594,-9.204924583435059,13.3181791305542,-19.1346378326416,10.703897476196289,-16.58855628967285,11.757058143615723,0.8215067982673645,16.435810089111328,10.024014472961426,20.807270050048828,3.861806631088257,21.361984252929688,-15.538313865661621,16.977523803710938,7.0,8000,říhání
burping,..\dataset\burping\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846915-1.1-f-26-bu.wav,.wav,1436846915,1.1,f,dívka,26,2–6 měsíců,bu,-256.44207763671875,72.58924102783203,39.80732345581055,11.198270797729492,-26.92972755432129,15.565752029418945,-1.7538068294525146,6.3382768630981445,-16.317903518676758,7.249115467071533,-4.146805763244629,6.849668979644775,-18.401935577392578,6.844745635986328,-11.762089729309082,4.2762837409973145,-14.321111679077148,6.256104946136475,-9.835013389587402,5.418574810028076,-15.583280563354492,4.8666791915893555,-13.639264106750488,6.182474136352539,-14.070639610290527,5.798429012298584,7.0,8000,říhání
burping,..\dataset\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,.wav,1430232208,1.0,f,dívka,26,2–6 měsíců,bu,-170.4443359375,179.7725067138672,6.4425458908081055,39.3173713684082,-26.765911102294922,22.798442840576172,-11.608745574951172,26.091217041015625,-28.526161193847656,19.639812469482422,1.1349232196807861,11.641647338867188,-17.313753128051758,13.705344200134277,-4.890040874481201,13.269822120666504,-9.223733901977539,9.401399612426758,0.5205565094947815,13.724066734313965,-4.149720668792725,12.353411674499512,-1.406511664390564,13.805030822753906,-5.517352104187012,11.172337532043457,7.0,8000,říhání
burping,..\dataset\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430540826-1.0-f-26-bu.wav,.wav,1430540826,1.0,f,dívka,26,2–6 měsíců,bu,-97.71746826171875,156.04837036132812,-22.162702560424805,32.05184555053711,-46.88414001464844,26.303625106811523,1.996503233909607,24.740530014038086,-11.737103462219238,16.228378295898438,13.064220428466797,17.01103401184082,-21.046947479248047,16.013437271118164,-3.8994858264923096,15.3815336227417,-13.175087928771973,10.705653190612793,7.844784259796143,14.173083305358887,0.4623652994632721,14.181488037109375,-0.5986981391906738,13.204577445983887,-2.5645389556884766,14.214337348937988,7.0,8000,říhání
burping,..\dataset\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,.wav,1430563241,1.0,f,dívka,72,7 měsíců–2 roky,bu,-201.3834991455078,111.38858795166016,5.318206787109375,36.941192626953125,12.172520637512207,20.95417022705078,-7.333105087280273,18.018056869506836,-26.83966827392578,12.796924591064453,-1.2787644863128662,11.313081741333008,-21.329456329345703,12.33321762084961,-4.102328300476074,15.079256057739258,-20.667282104492188,7.548537731170654,-9.508520126342773,10.491105079650879,-12.13640022277832,8.245808601379395,-4.9404616355896,9.126429557800293,-13.537626266479492,6.006865978240967,7.0,8000,říhání
burping,..\dataset\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,.wav,1431240072536,1.7,m,chlapec,26,2–6 měsíců,bu,-58.63268280029297,122.6808090209961,-29.323928833007812,30.891382217407227,-24.942779541015625,23.272043228149414,8.811625480651855,23.176513671875,-51.68341827392578,18.841733932495117,-8.687796592712402,8.818645477294922,-18.074026107788086,13.73799991607666,2.801449775695801,10.476558685302734,-22.756248474121094,13.997929573059082,4.781372547149658,12.845897674560547,-10.288052558898926,11.1145658493042,10.932061195373535,18.51080322265625,1.3109873533248901,18.967241287231445,6.54,8000,říhání
burping,..\dataset\burping\F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,F24DE44B-762C-4149-AC92-96A5E57ED118-1430816949-1.0-m-04-bu.wav,.wav,1430816949,1.0,m,chlapec,04,0–4 týdny,bu,-281.94488525390625,98.60210418701172,62.381832122802734,27.40801239013672,-11.110167503356934,16.295835494995117,-23.756263732910156,16.442869186401367,-27.092388153076172,18.087783813476562,-25.375032424926758,13.438342094421387,-17.00786781311035,9.17749309539795,-16.801258087158203,9.859817504882812,-16.200719833374023,7.902575969696045,0.6485216021537781,9.9420747756958,-5.831745147705078,13.55135440826416,3.4149630069732666,18.536962509155273,3.6910693645477295,19.087692260742188,7.0,8000,říhání
discomfort,..\dataset\discomfort\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,.wav,1430925142,1.0,f,dívka,26,2–6 měsíců,dc,-92.71485137939453,109.84324645996094,19.822572708129883,33.447296142578125,-47.35085678100586,25.264183044433594,-30.24519920349121,24.176647186279297,-21.855501174926758,23.807567596435547,-8.129131317138672,13.764967918395996,-14.099006652832031,14.107287406921387,-8.989730834960938,11.8818941116333,-17.49272918701172,16.235929489135742,-0.15256090462207794,24.984468460083008,7.399752140045166,22.22958755493164,7.6918768882751465,22.43280792236328,-6.398167610168457,19.3427791595459,7.0,8000,nepohodlí
discomfort,..\dataset\discomfort\11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881512-1.1-m-48-dc.wav,.wav,1436881512,1.1,m,chlapec,48,4–8 týdnů,dc,-222.32118225097656,48.6905517578125,47.69840621948242,27.47833251953125,-14.20470905303955,16.542720794677734,-16.141008377075195,11.415266036987305,-16.002704620361328,10.10777759552002,-6.5318074226379395,12.821094512939453,-27.306598663330078,9.424181938171387,-18.704126358032227,7.520055770874023,-25.89895248413086,7.300361633300781,-13.571667671203613,6.45476770401001,-17.019886016845703,11.277776718139648,-4.23991060256958,12.788435935974121,-11.713736534118652,8.455984115600586,7.0,8000,nepohodlí
discomfort,..\dataset\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,1309B82C-F146-46F0-A723-45345AFA6EA8-1430703937-1.0-f-48-dc.wav,.wav,1430703937,1.0,f,dívka,48,4–8 týdnů,dc,-149.15672302246094,148.68739318847656,-11.770669937133789,36.54448699951172,-21.44487762451172,17.427310943603516,-9.719736099243164,15.305634498596191,-10.356513977050781,15.812721252441406,3.545459270477295,11.034330368041992,-10.622264862060547,9.28724193572998,-3.8730292320251465,6.808313846588135,-8.362361907958984,9.834991455078125,1.6531790494918823,7.732326507568359,-14.820685386657715,7.006743907928467,3.046786308288574,13.617743492126465,8.083807945251465,17.416122436523438,7.0,8000,nepohodlí
discomfort,..\dataset\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,1309B82C-F146-46F0-A723-45345AFA6EA8-1430704008-1.0-f-48-dc.wav,.wav,1430704008,1.0,f,dívka,48,4–8 týdnů,dc,-260.47357177734375,118.39034271240234,21.546092987060547,41.85277557373047,-14.384734153747559,18.082672119140625,-13.504375457763672,13.887297630310059,-25.66872787475586,13.313745498657227,-4.72769832611084,17.65879249572754,-14.491759300231934,11.237242698669434,-12.138601303100586,7.975295543670654,-13.388697624206543,9.469964981079102,-6.726487159729004,8.784198760986328,-13.667649269104004,6.684258937835693,-2.6921322345733643,13.482447624206543,-3.685842275619507,14.226825714111328,7.0,8000,nepohodlí
discomfort,..\dataset\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc.wav,1309B82C-F146-46F0-A723-45345AFA6EA8-1432801693-1.1-f-26-dc.wav,.wav,1432801693,1.1,f,dívka,26,2–6 měsíců,dc,-131.2797088623047,148.23623657226562,21.205909729003906,34.836605072021484,-34.534603118896484,22.012388229370117,-33.751319885253906,21.362972259521484,-33.04423904418945,27.978450775146484,5.8399457931518555,11.478547096252441,-20.564889907836914,11.617548942565918,-2.1414170265197754,14.826741218566895,-11.258944511413574,9.332754135131836,-2.2738287448883057,12.443648338317871,-4.5686163902282715,11.647388458251953,3.843930244445801,14.391275405883789,8.31321907043457,17.568937301635742,7.0,8000,nepohodlí
discomfort,..\dataset\discomfort\1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc.wav,1309B82C-F146-46F0-A723-45345AFA6EA8-1432801703-1.1-f-26-dc.wav,.wav,1432801703,1.1,f,dívka,26,2–6 měsíců,dc,-54.086891174316406,112.35765838623047,2.185516119003296,29.398717880249023,-43.18614196777344,21.189870834350586,-25.630796432495117,21.879114151000977,-28.370182037353516,27.17546844482422,9.276161193847656,9.70444107055664,-20.421064376831055,11.340041160583496,1.985293984413147,15.341113090515137,-10.195063591003418,9.792619705200195,2.713641405105591,11.534777641296387,-3.836108684539795,9.796662330627441,3.431432008743286,12.886082649230957,10.172958374023438,15.588129043579102,7.0,8000,nepohodlí
discomfort,..\dataset\discomfort\2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,.wav,1436462707,1.1,m,chlapec,26,2–6 měsíců,dc,-185.0183563232422,111.47221374511719,28.312467575073242,54.347930908203125,-7.688592910766602,17.44643211364746,7.803135395050049,13.46596622467041,-12.741518020629883,17.859350204467773,2.0329651832580566,11.111723899841309,-3.5759408473968506,11.108502388000488,-19.9948673248291,11.05312442779541,-14.438426971435547,12.269991874694824,-12.596196174621582,17.275724411010742,-11.326845169067383,17.094406127929688,2.7432620525360107,19.660579681396484,-8.864108085632324,14.592377662658691,7.0,8000,nepohodlí
discomfort,..\dataset\discomfort\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058990597-1.7-m-72-dc.wav,64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058990597-1.7-m-72-dc.wav,.wav,1430058990597,1.7,m,chlapec,72,7 měsíců–2 roky,dc,-151.32699584960938,85.59380340576172,39.3098258972168,26.822341918945312,-45.877891540527344,32.93549728393555,-12.443055152893066,27.797094345092773,-37.64921569824219,22.66227912902832,-6.565715789794922,16.031051635742188,-3.2120378017425537,17.246084213256836,-7.274230480194092,10.970989227294922,-0.08523722738027573,16.12589454650879,2.608938694000244,15.749794006347656,-13.056901931762695,16.309202194213867,-4.674003601074219,10.812041282653809,-11.347643852233887,13.054729461669922,6.66,8000,nepohodlí
discomfort,..\dataset\discomfort\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430059012473-1.7-m-72-dc.wav,64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430059012473-1.7-m-72-dc.wav,.wav,1430059012473,1.7,m,chlapec,72,7 měsíců–2 roky,dc,-78.56250762939453,87.46727752685547,-9.548763275146484,33.43302917480469,-70.9514389038086,33.40232849121094,-1.1109013557434082,22.411598205566406,-16.634151458740234,16.40279197692871,8.628813743591309,12.111790657043457,-21.436491012573242,11.488443374633789,-6.688371181488037,13.870709419250488,-0.06268571317195892,17.13888168334961,-0.7181362509727478,18.36649513244629,4.443070411682129,19.033710479736328,-5.997080326080322,22.00801658630371,-10.875304222106934,20.118982315063477,6.68,8000,nepohodlí
discomfort,..\dataset\discomfort\665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,665BDF6D-2897-49F9-8AD0-978B3B2A0468-1430530218-1.0-m-26-dc.wav,.wav,1430530218,1.0,m,chlapec,26,2–6 měsíců,dc,-345.51239013671875,103.12894439697266,43.545169830322266,23.498851776123047,-28.245403289794922,25.468257904052734,-12.453754425048828,13.015528678894043,-28.273027420043945,14.05744743347168,-2.3870344161987305,10.248645782470703,-13.47304916381836,11.240911483764648,-10.933883666992188,8.580218315124512,-14.185173034667969,10.475438117980957,-12.758370399475098,7.687394618988037,-13.955122947692871,7.492176532745361,-12.456149101257324,5.086086273193359,-14.469925880432129,7.029196739196777,7.0,8000,nepohodlí
discomfort,..\dataset\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,.wav,1430089621,1.0,f,dívka,48,4–8 týdnů,dc,-314.3143005371094,100.58538055419922,36.1910285949707,46.14781188964844,-5.270711898803711,19.766002655029297,-0.38215041160583496,12.664885520935059,-13.485686302185059,11.310123443603516,-11.599169731140137,13.597494125366211,-18.936613082885742,10.189802169799805,-12.767104148864746,13.166261672973633,-15.649128913879395,8.186602592468262,-11.513749122619629,13.6653413772583,-8.81503677368164,11.374714851379395,-7.151432991027832,15.148567199707031,-15.776741981506348,8.005632400512695,7.0,8000,nepohodlí
